ID,Author,Year_paper,Title,LontitudeE,LatitudeN,Province,Site,Rainfall[mm/year],Year_experiment,FieldType,Treatment,SamplingDepth[cm],SoilType,Soil_type_FAO1,Soil_type_FAO2,pH_h2o[],BulkDensity[g/cm3],SOM[g/kg],CEC[cmol/kg],clay[%],Silt[%],Sand[%],Alox[mg/kg],Feox[mg/kg],Fe[mmol/kg],Al[mmol/kg],Extractant,CaCO3[g/kg],CaM3[mmol/kg],WaterP[mg/kg],CaCl2P[mg/kg],OlsenP[mg/kg],OxalateP[mg/kg],BrayP[mg/kg],CALP[mg/kg],M3P[mg/kg],TotalP[mg/kg],Qmax,Qmax_Unit,KL,KLNEW,KL_Unit,KL_UnitNEW,EPC0[mg/L],MBC,MBC_eq,MBC_unit,PBC,PBC_eq,PBC_unit,MPBC,MPBC_eq,MPBC_unit,DPS[%],DPS_eq,DPS_unit,PAC,PAC_eq,PAC_unit,PSI,PSI_eq,EPC0,
321,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,111.35,25.27,Hunan,Jiangyong,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,7.1,,21.58,,,,,,,,,,,,3.8,,40.2,,,,,950,694.2,mg/kg,0.083,0.083,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
322,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,111.35,25.27,Hunan,Jiangyong,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,7.6,,19.59,,,,,,,,,,,,1.9,,53.1,,,,,1020,804.6,mg/kg,0.088,0.088,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
323,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,110.53,29.12,Hunan,Yongding,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,5.9,,13.25,,,,,,,,,,,,0.9,,37.4,,,,,1040,849.8,mg/kg,0.145,0.145,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
324,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,110.53,29.12,Hunan,Yongding,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,5.6,,15.36,,,,,,,,,,,,1.9,,43.9,,,,,670,657.8,mg/kg,0.138,0.138,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
325,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,109.41,29.72,Hunan,Longshan,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,7,,26.83,,,,,,,,,,,,5.7,,66.8,,,,,1370,825.9,mg/kg,0.026,0.026,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
326,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,109.41,29.72,Hunan,Longshan,,2017,tobacco,,,石灰岩母质,Calcisols,Calcisols,6.6,,26.12,,,,,,,,,,,,5.6,,87.4,,,,,1500,750.9,mg/kg,0.029,0.029,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
327,Yishan Yang,2021,聚磷酸铵对砖红壤和石灰性土壤上磷素吸附解吸行为的影响,110.18,20.33,Guangdong,Zhanjiang,,,,,0-20,红壤,Ferrosols,Ferrosols,8.87,,15.4,43,24,,,,,,,,,,,,1.6,,,,,,3333.333333,mg/kg,0.008571429,,,,,,,,,,,,,,,,,,,,,,,
328,Yishan Yang,2021,聚磷酸铵对砖红壤和石灰性土壤上磷素吸附解吸行为的影响,115.73,38.24,Hebei,Hengshui,,,,,0-20,石灰质土壤,Calcisols,Calcisols,4.98,,4.6,109,6,,,,,,,,,,,,3.3,,,,,,2000,mg/kg,0.00234852,,,,,,,,,,,,,,,,,,,,,,,
329,Haichao Guo,2008,磷矿粉在不同磷素水平酸性水稻土中的溶解特性研究,119.62,29.01,Zhejiang,Jinhua,,2004,paddy soil,,0-20,冲击性壤土,Anthrosols,Anthrosols,4.81,,,,,,,,2510,44.82142857,,"Amorphous Fe.Al(Lu et al., 1999)",,,,,4.35,,,,,255,377.09,mg/kg,4.62,,,,,,,,,,,,,,,,,,,,,,,
330,Haichao Guo,2008,磷矿粉在不同磷素水平酸性水稻土中的溶解特性研究,119.62,29.01,Zhejiang,Jinhua,,2004,paddy soil,,0-20,冲击性壤土,Anthrosols,Anthrosols,4.87,,,,,,,,2490,44.46428571,,"Amorphous Fe.Al(Lu et al., 1999)",,,,,6.88,,,,,261,379.79,mg/kg,1.8,,,,,,,,,,,,,,,,,,,,,,,
331,Haichao Guo,2008,磷矿粉在不同磷素水平酸性水稻土中的溶解特性研究,119.62,29.01,Zhejiang,Jinhua,,2004,paddy soil,,0-20,冲击性壤土,Anthrosols,Anthrosols,4.75,,,,,,,,2430,43.39285714,,"Amorphous Fe.Al(Lu et al., 1999)",,,,,16.92,,,,,329,300.63,mg/kg,0.85,,,,,,,,,,,,,,,,,,,,,,,
332,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,122.05,37.2,Shandong,Wendeng,,,,,,棕壤,Luvisols,Luvisols,6.5,,11.4,47,22,,,,,,,,,,,,,,,,,314,370.4,mg/kg,0.1261,0.1261,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
333,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,115.55,34.83,Shandong,Shaoxian,,,,,,棕壤,Luvisols,Luvisols,6.1,,15.6,109,6,,,,,,,,,,,,,,,,,698,388.8,mg/kg,0.1756,0.1756,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
334,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,121.6,37.39,Shandong,Mouping,,,,,,棕壤,Luvisols,Luvisols,5.9,,12.6,11,23,,,,,,,,,,,,,,,,,349,264.6,mg/kg,0.0854,0.0854,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
335,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,117.11,36.44,Shandong,Liubu,,,,,,棕壤,Luvisols,Luvisols,6.4,,5.6,47,5,,,,,,,,,,,,,,,,,480,476.2,mg/kg,0.0897,0.0897,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
336,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,118.05,36.82,Shandong,Zibo,,,,,,褐土,Luvisols,Luvisols,6.7,,11.4,54,9,,,,,,,,,,,,,,,,,567,386.1,mg/kg,0.0699,0.0699,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
337,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,117.31,36.56,Shandong,Yinmaquan,,,,,,褐土,Luvisols,Luvisols,7,,16.8,44,22,,,,,,,,,,,,,,,,,611,471.7,mg/kg,0.088,0.088,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
338,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,117.45,36.77,Shandong,Niuwang,,,,,,褐土,Luvisols,Luvisols,6.9,,12.5,55,23,,,,,,,,,,,,,,,,,480,333.8,mg/kg,0.1295,0.1295,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
339,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,118.49,36.69,Shandong,Qingzhou,,,,,,褐土,Luvisols,Luvisols,6.5,,11.5,54,9,,,,,,,,,,,,,,,,,567,502.5,mg/kg,0.1178,0.1178,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
340,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,117.08,36.71,Shandong,Nongkeyuan,,,,,,褐土,Luvisols,Luvisols,7,,16.9,52,21,,,,,,,,,,,,,,,,,829,483.1,mg/kg,0.0704,0.0704,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
341,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,117.17,36.98,Shandong,Jiyang,,,,,,潮土,Fluvisols,Fluvisols,7.75,,10.3,64,8,,,,,,,,,,,,,,,,,742,371.5,mg/kg,0.0576,0.0576,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
342,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,120.1,36.02,Shandong,Daqiao,,,,,,潮土,Fluvisols,Fluvisols,8,,3.1,51,23,,,,,,,,,,,,,,,,,611,243.9,mg/kg,0.0671,0.0671,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
343,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,115.58,35.07,Shandong,Dingtao,,,,,,潮土,Fluvisols,Fluvisols,8.2,,7.8,68,18,,,,,,,,,,,,,,,,,655,251.3,mg/kg,0.0557,0.0557,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
344,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,115.99,36.5,Shandong,Liaocheng,,,,,,潮土,Fluvisols,Fluvisols,8.15,,16.3,68,18,,,,,,,,,,,,,,,,,960,302.1,mg/kg,0.043,0.043,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
345,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,115.99,36.5,Shandong,liaocheng,,,,,,盐潮土,Fluvisols,Fluvisols,8.3,,7.8,68,18,,,,,,,,,,,,,,,,,960,241.5,mg/kg,0.0809,0.0809,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
346,Shufang Yu,1993,山东主要土壤吸磷和供磷能力研究,118.39,36.8,Shandong,Linzi,,,,,,砂姜黑土,Phaeozems,Phaeozems,7.7,,18,52,21,,,,,,,,,,,,,,,,,786,420.2,mg/kg,0.0746,0.0746,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
347,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,13.8,,,,,,,,,,,,,,5.45,,,,,,409,mg/kg,0.101,0.101,？,L/mg,,,,,,,,,,,,,,,,,,,,
348,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,14.6,,,,,,,,,,,,,,5.86,,,,,,500,mg/kg,0.063,0.063,？,L/mg,,,,,,,,,,,,,,,,,,,,
349,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,14.4,,,,,,,,,,,,,,9.75,,,,,,450,mg/kg,0.058,0.058,？,L/mg,,,,,,,,,,,,,,,,,,,,
350,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,15.9,,,,,,,,,,,,,,17.99,,,,,,456,mg/kg,0.091,0.091,？,L/mg,,,,,,,,,,,,,,,,,,,,
351,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,20.7,,,,,,,,,,,,,,34.71,,,,,,436,mg/kg,0.044,0.044,？,L/mg,,,,,,,,,,,,,,,,,,,,
352,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,22.6,,,,,,,,,,,,,,41.19,,,,,,490,mg/kg,0.035,0.035,？,L/mg,,,,,,,,,,,,,,,,,,,,
353,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,21.2,,,,,,,,,,,,,,80.09,,,,,,438,mg/kg,0.043,0.043,？,L/mg,,,,,,,,,,,,,,,,,,,,
354,Wenjian Xia,2008,长期施肥条件下石灰性潮土磷的吸附解吸特征,115.22,37.92,Hebei,Xinji,490,2006,,,0-20,石灰性潮土,Fluvisols,Fluvisols,7.8,,24,,,,,,,,,,,,,,21.08,,,,,,459,mg/kg,0.019,0.019,？,L/mg,,,,,,,,,,,,,,,,,,,,
355,Yanling Liu,2021,长期不同施肥对黄壤磷素吸附解吸特性的影响,106.66,26.5,Guizhou,Guiyang,1150,2016,,,0-20,黄壤黄泥土,Anthrosols,Anthrosols,6.74,,47.3,,44.9,,,,,,,,,,,,9.9,,,,,710,469,mg/kg,0.409,0.409,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
356,Yanling Liu,2021,长期不同施肥对黄壤磷素吸附解吸特性的影响,106.66,26.5,Guizhou,Guiyang,1150,2016,,,0-20,黄壤黄泥土,Anthrosols,Anthrosols,5.86,,35.8,,49.5,,,,,,,,,,,,9.4,,,,,680,652.8,mg/kg,1.361,1.361,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
357,Yanling Liu,2021,长期不同施肥对黄壤磷素吸附解吸特性的影响,106.66,26.5,Guizhou,Guiyang,1150,2016,,,0-20,黄壤黄泥土,Anthrosols,Anthrosols,6.45,,37.1,,45.9,,,,,,,,,,,,31.6,,,,,930,660.8,mg/kg,0.944,0.944,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
358,Yanling Liu,2021,长期不同施肥对黄壤磷素吸附解吸特性的影响,106.66,26.5,Guizhou,Guiyang,1150,2016,,,0-20,黄壤黄泥土,Anthrosols,Anthrosols,7.18,,57.7,,34.7,,,,,,,,,,,,31.3,,,,,920,375.1,mg/kg,0.283,0.283,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
359,Yanling Liu,2021,长期不同施肥对黄壤磷素吸附解吸特性的影响,106.66,26.5,Guizhou,Guiyang,1150,2016,,,0-20,黄壤黄泥土,Anthrosols,Anthrosols,7.01,,52.9,,36.3,,,,,,,,,,,,51,,,,,1350,456.5,mg/kg,0.178,0.178,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
360,W Yu,2013,Effects of organic-matter application on phosphorus adsorption of three soil parent material,110.37,21.32,Guangdong,Zhanjiang,,,,,0-20,Basalt (latosol)),Ferralosols,Ferralosols,4.5,,24.28,,27,,,,2180,38.92857143,,acid ammonium oxalate,,,,,5.32,,,,,500,1666.7,mg/kg,0.3,0.3,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
361,W Yu,2013,Effects of organic-matter application on phosphorus adsorption of three soil parent material,113.25,23.16,Guangdong,Guangzhou,,,,,0-20,Granite,Ferralosols,Ferralosols,6.34,,31.48,,39,,,,2060,36.78571429,,acid ammonium oxalate,,,,,259.13,,,,,1600,149.25,mg/kg,0.06,0.06,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
362,W Yu,2013,Effects of organic-matter application on phosphorus adsorption of three soil parent material,113.12,23.03,Guangdong,Foshan,,,,,0-20,Alluvium,Fluvisols,Fluvisols,6.19,,20.53,,21,,,,1480,26.42857143,,acid ammonium oxalate,,,,,118.33,,,,,1800,178.57,mg/kg,0.34,0.34,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
363,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.69,24.82,Yunnan,Duanqi,,,,,0-20,Ferrisols,Ferralosols,Ferralosols,6.31,,25.67036,,41.01,46.76,12.23,,,,,,,,,,62.54,,,,,3470,323,mg/kg,0.03,0.03,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
364,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.35,24.73,Yunnan,Zhuyuan,,,,,0-20,Ferrisols,Ferralosols,Ferralosols,6.51,,24.89456,,41.97,41.54,16.49,,,,,,,,,,35.18,,,,,3980,333,mg/kg,0.05,0.05,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
365,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",101.5,25.07,Yunan,Guanyinshan,,,,,0-20,Ferrisols,Ferralosols,Ferralosols,6.93,,26.48064,,40.4,41.62,17.97,,,,,,,,,,29.03,,,,,3520,370,mg/kg,0.07,0.07,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
366,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",102.7,24.7,Yunan,Liushudun,,,,,0-20,Gleysols,Gleysols,Gleysols,6.27,,28.54944,,32.21,53.26,14.53,,,,,,,,,,99.28,,,,,1560,417,mg/kg,0.08,0.08,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
367,Guosheng Zhang,2017,"Phsphorus accumulation and sorption characteristics of P-enriched soils in the Dian Lake basin, southwestern China",103.69,27.05,Yunan,Niulan,,,,,0-20,Gleysols,Gleysols,Gleysols,6.4,,42.03112,,28.84,52.27,18.89,,,,,,,,,,42.32,,,,,1630,417,mg/kg,0.12,0.12,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
368,Xiaomei Zheng,2020,Biochar-induced soil phosphate sorption and availability depend on soil properties: a microcosm study,115.92,28.75,Jiangxi,Nanchang,,,,,0-20,sandy loam,Inceptisols,Inceptisols,7.24,,40.6002,,4.6,25.5,69.9,,,,,,,,,,34.04,,,,,608,252.7,mg/kg,0.06,0.06,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
369,Xiaomei Zheng,2020,Biochar-induced soil phosphate sorption and availability depend on soil properties: a microcosm study,116.21,28.7,jiangxi,Jixian,,,,,0-20,clayloam,Ferralosols,Ferralosols,4.48,,1.31024,,30,39.2,30.8,,,,,,,,,,3.62,,,,,179,692,mg/kg,3.29,3.29,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
370,Ping Zou,2011,"Chronosequence of paddy soils and phosphorus
sorption–desorption properties",120.15,30.33,Zhejiang,Hangzhou,1325.8,,paddy soil,P25,0-20,,Anthrosols,Anthrosols,,,23.25676,,,,,,,,,,,,,,,,,,,,521.9,mg/kg,0.052,0.052,L/mg,L/mg,0.06,,,,,,,,,,1.671,,,,,,,,,
371,Ping Zou,2011,"Chronosequence of paddy soils and phosphorus
sorption–desorption properties",120.15,30.33,Zhejiang,Hangzhou,1325.8,,paddy soil,P100,0-9,,Anthrosols,Anthrosols,6.55,,31.39404,,,,,,,,,,,,,,,,,,,770,641.7,mg/kg,0.026,0.026,L/mg,L/mg,0.064,,,,,,,,,,1.912,,,,,,,,,
372,Ping Zou,2011,"Chronosequence of paddy soils and phosphorus
sorption–desorption properties",120.15,30.33,Zhejiang,Hangzhou,1325.8,,paddy soil,P300,0-18,,Anthrosols,Anthrosols,7.36,,33.49732,,,,,,,,,,,,,,,,,,,960,773.6,mg/kg,0.019,0.019,L/mg,L/mg,0.169,,,,,,,,,,2.24,,,,,,,,,
373,Ping Zou,2011,"Chronosequence of paddy soils and phosphorus
sorption–desorption properties",120.15,30.33,Zhejiang,Hangzhou,1325.8,,paddy soil,P700,0-10,,Anthrosols,Anthrosols,7.47,,45.39292,,,,,,,,,,,,,,,,,,,920,850.9,mg/kg,0.018,0.018,L/mg,L/mg,0.043,,,,,,,,,,4.404,,,,,,,,,
374,Ping Zou,2011,"Chronosequence of paddy soils and phosphorus
sorption–desorption properties",120.15,30.33,Zhejiang,Hangzhou,1325.8,,paddy soil,P2000,0-15,,Anthrosols,Anthrosols,5.66,,52.30616,,,,,,,,,,,,,,,,,,,740,843,mg/kg,0.02,0.02,L/mg,L/mg,0.131,,,,,,,,,,4.122,,,,,,,,,
375,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.34,25.42,Guangxi,Lingchuan,,,,,0-30,red soil,Ferralosols,Ferralosols,3.7,,17.46,13.61,49.1,,,1828,666.21,11.89660714,67.7037037,acid ammonium oxalate,,,,0,0.93,,,,,769,769.23,mg/kg,1.444,1.444,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
376,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.34,25.42,Guangxi,Lingchuan,,,,,0-30,red soil,Ferralosols,Ferralosols,7.91,,22.2,17.34,39.56,,,472,1138.1,20.32321429,17.48148148,acid ammonium oxalate,,,,0,0.93,,,,,313,312.5,mg/kg,0.317,0.317,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
377,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,102.82,23.64,Yunnan,Jianshui,,,,,0-30,red soil,Ferralosols,Ferralosols,3.1,,3.91,13.53,57.69,,,1344,741.33,13.23803571,49.77777778,acid ammonium oxalate,,,,0,0.75,,,,,714,714.29,mg/kg,1.75,1.75,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
378,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,102.82,23.64,Yunnan,Jianshui,,,,,0-30,red soil,Ferralosols,Ferralosols,6.92,,20.17,11.79,39.22,,,1033,2580.48,46.08,38.25925926,acid ammonium oxalate,,,,0,26.71,,,,,385,384.62,mg/kg,0.203,0.203,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
379,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,105.47,26.2,guizhou,Liuzhi,,,,,0-30,yellow soil,Ferralosols,Ferralosols,7.01,,80.87,28.29,42.51,,,2752,3626.07,64.75125,101.9259259,acid ammonium oxalate,,,,0.05,41.27,,,,,556,555.56,mg/kg,0.146,0.146,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
380,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.6,24.12,fujian,Zhangpu,,,,,0-30,latosol,Ferralosols,Ferralosols,5.02,,21.33,8.75,37.01,,,1058,1624.78,29.01392857,39.18518519,acid ammonium oxalate,,,,0,3.81,,,,,263,263.16,mg/kg,0.494,0.494,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
381,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.6,24.12,fujian,Zhangpu,,,,,0-30,latosol,Ferralosols,Ferralosols,5.73,,10.35,7.75,43.67,,,1168,1065.95,19.03482143,43.25925926,acid ammonium oxalate,,,,0,0.38,,,,,588,588.24,mg/kg,0.895,0.895,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
382,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,121.87,29.47,Zhejiang,Xiangshan,,,,,0-30,red soil,Ferralosols,Ferralosols,5.45,,33.26,9.17,20.78,,,1386,2447.8,43.71071429,51.33333333,acid ammonium oxalate,,,,0.15,51.94,,,,,227,227.27,mg/kg,0.135,0.135,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
383,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,120.58,32.37,jiangsu,Rugao,,,,,0-30,paddy soil,Anthrosols,Anthrosols,8.18,,14.85,9.79,21.63,,,449,1798,32.10714286,16.62962963,acid ammonium oxalate,,,,0.05,22.3,,,,,208,208.33,mg/kg,0.102,0.102,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
384,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.09,36.2,shandong,Taian,,,,,0-30,Fluvo-aquic soil,Fluvisols,Fluvisols,7.24,,10.73,17.49,30.68,,,588,778,13.89285714,21.77777778,acid ammonium oxalate,,,,0.3,21.91,,,,,182,181.82,mg/kg,0.196,0.196,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
385,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,117.09,36.2,Shandong,Taian,,,,,0-30,Fluvo-aquic soil,Fluvisols,Fluvisols,7.18,,13.34,16.97,31.63,,,699,901,16.08928571,25.88888889,acid ammonium oxalate,,,,0.35,17.63,,,,,196,196.08,mg/kg,0.181,0.181,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
386,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.54,33.02,henan,Nanyang,,,,,0-30,yellow cinnamon soil,Luvisols,Luvisols,6.97,,13.81,26.16,49.35,,,1158,1482,26.46428571,42.88888889,acid ammonium oxalate,,,,0,7.62,,,,,417,416.67,mg/kg,0.369,0.369,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
387,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,109.48,36.59,shaanxi,Yanan,,,,,0-30,loessal soil,Inceptisols,Inceptisols,8.13,,4.72,7.05,18.51,,,246,281,5.017857143,9.111111111,acid ammonium oxalate,,,,0,5.54,,,,,179,178.57,mg/kg,0.146,0.146,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
388,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,109.48,36.59,shaanxi,Yanan,,,,,0-30,loessal soil,Inceptisols,Inceptisols,9.2,,2.23,5.58,13.45,,,191,258,4.607142857,7.074074074,acid ammonium oxalate,,,,0,5.7,,,,,82,81.97,mg/kg,0.478,0.478,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
389,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,110.2,20.05,Hainan,Haikou,,,,,0-30,latosolic soil,Fluvisols,Fluvisols,5.56,,27.65,8.04,28.03,,,1015,904,16.14285714,37.59259259,acid ammonium oxalate,,,,0,11.71,,,,,185,185.19,mg/kg,0.458,0.458,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
390,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.9,30.67,hubei,Qianjiang,,,,,0-30,paddy soil,Anthrosols,Anthrosols,5.34,,19.7,18.31,40.24,,,955,1899,33.91071429,35.37037037,acid ammonium oxalate,,,,0.5,79.79,,,,,385,384.62,mg/kg,0.15,0.15,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
391,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.9,30.67,hubei,Qianjiang,,,,,0-30,paddy soil,Anthrosols,Anthrosols,7.9,,11.8,10.01,19.42,,,461,1498,26.75,17.07407407,acid ammonium oxalate,,,,0,5.31,,,,,208,208.33,mg/kg,0.258,0.258,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
392,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,112.94,28.27,Hunan,Changsha,,,,,0-30,yellow red soil,Ferralosols,Ferralosols,5.1,,17.91,12.92,32.11,,,945,1705,30.44642857,35,acid ammonium oxalate,,,,0,27.45,,,,,400,400,mg/kg,0.333,0.333,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
393,Xiaorong Zhao,2007,Relating soil P concentrations at which P movement occurs to soil properties in Chinese agricultural soils,116.31,40.1,beijing,Hiadian,,,,,0-30,Cinnamon soil,Inceptisols,Inceptisols,7.2,,16.34,17.93,24.75,,,922,1459,26.05357143,34.14814815,acid ammonium oxalate,,,,0.05,5.58,,,,,200,200,mg/kg,3.66,3.66,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
394,XiaoYan,2019,几种典型酸性旱地土壤磷吸附的关键影响因素,115.95,28.55,Jiangxi,Nanchang,,,grassland,,0-20,红壤,Ferrosols,Ferrosols,5.85,,4.01,,,,,840,2000,35.71428571,31.11111111,acid ammonium oxalate,,,,,4,,5.9,,,,666.55,mg/kg,0.35,0.35,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
